Sample	Type	Source	Nacid	xKit	Rep	Polymerase	Run	Primer	Station	Environment	Estuary	Tide	Date	Season	Year	microgAMBI	AMBI	AMBI.5y	MAMBI	MAMBI.5y	Redox	OM	Gravel	Sand	Mud	Cu	Pb	Ni	Cr	Zn	Mn	Fe	Hg	Cd	PON	TotalP	TOC	POC	TotalPCB	TotalPAH	TotalDDT	TotalHCH	PI	PI5yAvg	PI10yAvg	Redox5yAvg	Redox10yAvg	OM5yAvg	OM10yAvg	WaterO2	DO	pH	MaxDepthPM	PointDepthBM	Salinity	SalClass	Q1SiteSal	Q2SiteSal	Q3SiteSal	SolidosSusp	ChlA	Silicate	Nitrite	NH3	Turbidity	Nitrate	PO4	PlotName	IntRatio6y	PhytoStatus	Comp
EN20_S_Wi2017RNA	S	S	RNA	DNA-RNA	1	HF	201904	519..806D	EN20	Estuarine	02 Nervion	BM	2017-02-14	Wi	2017	3.4953284359	3.011	3.148	1	0.871	-7	7.14	0.09	26.07	73.84	59	72	32	66	246	299	32648	0.46	0.8	NA	0.056	0.58	NA	92.6	4595	0	24.4	2.541104229	2.5117115046	NA	17.8	-29.3	5.35	5.73	98.5	NA	NA	19	17	34.3	4	34.6	34.7	35.3	NA	NA	NA	NA	NA	NA	NA	NA	EN20_S_Wi2017	NA	NA	R
EN20_S_Wi2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EN20	Estuarine	02 Nervion	BM	2018-02-06	Wi	2018	2.9282441783	2.741	3.281	0.83	0.837	28	7.1	0	25.91	74.09	44	67	22	57	202	309	29303	0.6	0.4	NA	0.051	0.6	NA	33.3	7905	1.2	1	2.2605530606	2.5651757172	NA	9.2	-10.5	5.48	5.76	92.5	NA	NA	13	11	34.7	4	34.6	34.7	35.3	NA	NA	NA	NA	NA	NA	NA	NA	EN20_S_Wi2018	NA	NA	D
EN20_S_Wi2018RNA	S	S	RNA	DNA-RNA	1	HF	201909	519..806D	EN20	Estuarine	02 Nervion	BM	2018-02-06	Wi	2018	2.2699925062	2.741	3.281	0.83	0.837	28	7.1	0	25.91	74.09	44	67	22	57	202	309	29303	0.6	0.4	NA	0.051	0.6	NA	33.3	7905	1.2	1	2.2605530606	2.5651757172	NA	9.2	-10.5	5.48	5.76	92.5	NA	NA	13	11	34.7	4	34.6	34.7	35.3	NA	NA	NA	NA	NA	NA	NA	NA	EN20_S_Wi2018RNA	NA	NA	R
EN20_S_Wi2019	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EN20	Estuarine	02 Nervion	BM	2019-02-12	Wi	2019	3.2250781521	NA	3.242	NA	0.852	-4	7.09	0	25.12	74.88	40	67	25	64	155	229	22029	0.38	0.5	NA	0.051	2.4	NA	69.9	12000	1	2.6	2.3639482834	2.4800884066	NA	-6.6	-18.89	6.026	5.697	97.3	NA	NA	17	15	35.3	4	34.6	34.7	35.3	NA	NA	NA	NA	NA	NA	NA	NA	EN20_S_Wi2019	NA	NA	1
EN30_S_Su2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EN30	Estuarine	02 Nervion	BM	2017-08-25	Su	2017	1.1980220791	NA	1.132	NA	0.759	383	3.2973621103	5	1.5	93.6	45	53	23	51	170	NA	NA	0.37	0.7	NA	0	0	NA	4.9	4451	0	0	1.79	1.396	NA	413.6	344.8	1.43	1.48	88.1	NA	NA	24	22	35.6	4	35.14	35.4	35.5	NA	NA	NA	NA	NA	NA	NA	NA	EN30_S_Su2017	NA	NA	D
EN30_S_Su2017RNA	S	S	RNA	DNA-RNA	1	HF	201904	519..806D	EN30	Estuarine	02 Nervion	BM	2017-08-25	Su	2017	1.1129461907	NA	1.132	NA	0.759	383	3.2973621103	5	1.5	93.6	45	53	23	51	170	NA	NA	0.37	0.7	NA	0	0	NA	4.9	4451	0	0	1.79	1.396	NA	413.6	344.8	1.43	1.48	88.1	NA	NA	24	22	35.6	4	35.14	35.4	35.5	NA	NA	NA	NA	NA	NA	NA	NA	EN30_S_Su2017	NA	NA	R
EN30_S_Su2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EN30	Estuarine	02 Nervion	BM	2018-08-30	Su	2018	0.8527131783	NA	1.116	NA	0.732	316	1.3195639702	1.1	97.24	1.66	38	52	19	50	170	1251	89800	0.5	0.29	NA	NA	NA	NA	4	681	1.5	1	1.295	1.359	NA	403	373	1.4	1.44	92.3	NA	NA	24	21	35.4	4	35.14	35.4	35.5	NA	NA	NA	NA	NA	NA	NA	NA	EN30_S_Su2018	NA	NA	1
EN30_S_Wi2013	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EN30	Estuarine	02 Nervion	BM	2013-02-19	Wi	2013	1.2243399689	1.478	1.229	0.786	0.743	450	1.68	0.07	98.75	1.18	41.6	70.4	33.4	21.2	197.9	1090	68210	0.948	0.211	0.017	0.01705	NA	2.1	2.8	630	0	0	1.4349158328	1.5176715644	NA	343	247.6	1.49	2.18	100.3	NA	NA	25	23	35.1	4	35.14	35.4	35.5	NA	NA	NA	NA	NA	NA	NA	NA	EN30_S_Wi2013	NA	NA	1
EN30_S_Wi2016	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EN30	Estuarine	02 Nervion	BM	2016-01-21	Wi	2016	1.1499256421	1.608	1.12	0.66	0.742	300	1.1	0.15	97.95	1.9	53	64	27	57	235	1472	155704	0.18	0.23	NA	0.058	0.4	NA	16.3	1204	0	0	1.5154192915	1.3285378512	NA	394.6	316.8	1.39	1.5	103.2	NA	NA	26	23	35.4	4	35.14	35.4	35.5	NA	NA	NA	NA	NA	NA	NA	NA	EN30_S_Wi2016	NA	NA	1
EN30_S_Wi2017	S	S	DNA	DNA-RNA	1	HF	201909	519..806D	EN30	Estuarine	02 Nervion	BM	2017-02-14	Wi	2017	0.8578723404	0.991	1.132	0.8	0.759	370	1.53	0.02	99.01	0.97	34	64	14	29	183	1040	79060	0.18	0.17	NA	0	0	NA	2	1207	0	0	1.1265864467	1.3172083963	NA	413.6	344.8	1.43	1.48	95	NA	NA	23	21	35.2	4	35.14	35.4	35.5	NA	NA	NA	NA	NA	NA	NA	NA	EN30_S_Wi2017	NA	NA	1
EN30_S_Wi2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EN30	Estuarine	02 Nervion	BM	2018-04-25	Wi	2018	0.9217906657	1.396	1.116	0.63	0.732	397	1.5	0.26	99.12	0.62	40	67	19	48	202	1335	103675	0.12	0.18	NA	0	0	NA	9.9	787	0	0	1.2775100355	1.3697169017	NA	403	373	1.4	1.44	96.9	NA	NA	26	22	35	4	35.14	35.4	35.5	NA	NA	NA	NA	NA	NA	NA	NA	EN30_S_Wi2018	NA	NA	1
EN30_S_Wi2019	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EN30	Estuarine	02 Nervion	BM	2019-02-12	Wi	2019	1.3617113131	NA	1.259	NA	0.727	293	1.33	0.18	84	15.82	16	29	10	22	68	435	26510	0.08	0.09	NA	0	0	NA	4.3	771	0	0	0.6990395259	1.2885637844	NA	354.6	363.21	1.412	1.411	100	NA	NA	24	22	34.5	4	35.14	35.4	35.5	NA	NA	NA	NA	NA	NA	NA	NA	EN30_S_Wi2019	NA	NA	1
EO05_S_Wi2013	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EO05	Estuarine	09 Oria	BM	2013-01-29	Wi	2013	3.7522352209	4.33	4.025	0.925	0.833	129	5.04	10.34	38.09	51.56	73.1	74.6	42.2	64.6	264.9	243	35090	0.242	0.387	0.159	0.02635	NA	3.4	66.1	973	1.7	0	2.1298615276	2.2015695478	NA	46.6	6	6.48	6.85	98.5	NA	NA	4	0	1.8	2	5.07	16.58	16.83	NA	NA	NA	NA	NA	NA	NA	NA	EO05_S_Wi2013	NA	NA	D
EO05_S_Wi2013RNA	S	S	RNA	DNA-RNA	1	HF	201909	519..806D	EO05	Estuarine	09 Oria	BM	2013-01-29	Wi	2013	2.4315583723	4.33	4.025	0.925	0.833	129	5.04	10.34	38.09	51.56	73.1	74.6	42.2	64.6	264.9	243	35090	0.242	0.387	0.159	0.02635	NA	3.4	66.1	973	1.7	0	2.1298615276	2.2015695478	NA	46.6	6	6.48	6.85	98.5	NA	NA	4	0	1.8	2	5.07	16.58	16.83	NA	NA	NA	NA	NA	NA	NA	NA	EO05_S_Wi2013RNA	NA	NA	R
EO05_S_Wi2015	S	S	DNA	DNA-RNA	1	HF	201909	519..806D	EO05	Estuarine	09 Oria	BM	2015-02-02	Wi	2015	2.352129051	3.265	4.013	1	0.84	-33	5.9	9.5	12.4	78.1	73.8	56	36.5	45.9	201.1	208	37174	0.17	0.184	NA	NA	NA	NA	45.5	0	0	0	1.7491755177	2.1004581385	NA	54.1	24.9	6.492	6.593	103.5	NA	NA	4	0	0.3	2	5.07	16.58	16.83	NA	NA	NA	NA	NA	NA	NA	NA	EO05_S_Wi2015	NA	NA	1
EO05_S_Wi2016	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EO05	Estuarine	09 Oria	BM	2016-01-25	Wi	2016	3.2028437255	4.959	4.044	0.571	0.836	38	7.9	13.2	39.22	47.58	66	53	33	59	245	457	32372	0.22	0.28	NA	NA	NA	NA	21.9	0	0	0	1.7620125451	1.9790533221	NA	41.6	29.2	6.81	6.54	91.5	NA	NA	3.5	0	16.6	2	5.07	16.58	16.83	NA	NA	NA	NA	NA	NA	NA	NA	EO05_S_Wi2016	NA	NA	1
EO05_S_Wi2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EO05	Estuarine	09 Oria	BM	2017-02-10	Wi	2017	3.0203086921	3.678	3.984	0.811	0.83	-33	7.01	2.57	41.38	56.05	61	58	32	58	246	387	41991	0.21	0.37	NA	NA	NA	NA	54	0	0	0	1.8833171652	1.9216889002	NA	59.2	38.5	6.59	6.68	89.3	NA	NA	3.5	0	16.8	2	5.07	16.58	16.83	NA	NA	NA	NA	NA	NA	NA	NA	EO05_S_Wi2017	NA	NA	D
EO05_S_Wi2017RNA	S	S	RNA	DNA-RNA	1	HF	201904	519..806D	EO05	Estuarine	09 Oria	BM	2017-02-10	Wi	2017	3.2527163809	3.678	3.984	0.811	0.83	-33	7.01	2.57	41.38	56.05	61	58	32	58	246	387	41991	0.21	0.37	NA	NA	NA	NA	54	0	0	0	1.8833171652	1.9216889002	NA	59.2	38.5	6.59	6.68	89.3	NA	NA	3.5	0	16.8	2	5.07	16.58	16.83	NA	NA	NA	NA	NA	NA	NA	NA	EO05_S_Wi2017	NA	NA	R
EO05_S_Wi2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EO05	Estuarine	09 Oria	BM	2018-01-19	Wi	2018	3.8449172005	3.13	3.809	0.915	0.832	78	7.5	0.62	32.29	67.09	83	67	40	77	282	343	37500	0.39	0.6	NA	NA	NA	NA	59.2	0	0	0	2.1823009302	1.8327865562	NA	49	47.8	7.09	6.78	98.8	NA	NA	3	0	8.3	2	5.07	16.58	16.83	NA	NA	NA	NA	NA	NA	NA	NA	EO05_S_Wi2018	NA	NA	1
EO05_S_Wi2019	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EO05	Estuarine	09 Oria	BM	2019-01-21	Wi	2019	2.6197121516	3.171	3.839	NA	0.824	NA	10.22	0	26.82	73.18	58	51	36	67	250	290	34320	0.14	0.4	NA	NA	NA	NA	36.7	0	0	0	1.8747091741	1.8903030665	NA	12.5	45.544	7.706	7.044	105.6	NA	NA	4	0	32.6	2	5.07	16.58	16.83	NA	NA	NA	NA	NA	NA	NA	NA	EO05_S_Wi2019	NA	NA	1
EO10_S_Wi2013	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EO10	Estuarine	09 Oria	BM	2013-01-29	Wi	2013	3.3419994389	3.139	3.405	0.651	0.506	471	0.99	0.27	95.94	3.79	29.2	56.8	37.3	44.6	133.2	350.8	34117	0.136	0.142	0.058	0.01705	NA	2.1	0	11	0	0	1.0154334483	1.084295053	NA	200.7	168.5	1.12	1.9	97.7	NA	NA	5	0	7.5	3	22.09	33.45	34	NA	NA	NA	NA	NA	NA	NA	NA	EO10_S_Wi2013	NA	NA	1
EO10_S_Wi2015	S	S	DNA	DNA-RNA	1	HF	201909	519..806D	EO10	Estuarine	09 Oria	BM	2015-02-02	Wi	2015	2.9251260194	3.045	3.434	0.445	0.485	410	0.7	0	99.4	0.6	48.8	53.5	46.5	55.5	146.7	552	52182	0.11	0.25	NA	NA	NA	NA	0	0	0	0	1.1373184425	1.0265662753	NA	329.22	233.38	1.007	1.607	91	NA	NA	4.5	0	25.3	3	22.09	33.45	34	NA	NA	NA	NA	NA	NA	NA	NA	EO10_S_Wi2015	NA	NA	1
EO10_S_Wi2016	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EO10	Estuarine	09 Oria	BM	2016-01-25	Wi	2016	2.422508526	4.515	3.55	0.503	0.502	151	2.5	1.16	66.57	32.27	47	39	34	69	180	448	30950	0.14	0.21	NA	NA	NA	NA	23.9	0	0	0	1.4543756998	1.0677623779	NA	310.5	210.1	1.21	1.72	92.7	NA	NA	5	0	19.9	3	22.09	33.45	34	NA	NA	NA	NA	NA	NA	NA	NA	EO10_S_Wi2016	NA	NA	1
EO10_S_Wi2017A	S	S	DNA	DNA-RNA	A	HF	201812	519..806D	EO10	Estuarine	09 Oria	BM	2017-02-10	Wi	2017	1.7983261476	2.705	3.296	0.693	0.543	436	0.94	0.06	99.63	0.3	39	34	53	105	172	735	60954	0.12	0.14	NA	NA	NA	NA	0	0	0	0	1.1842660742	1.1301320705	NA	365.6	233.1	1.22	1.55	88.2	NA	NA	4.5	0	22.1	3	22.09	33.45	34	NA	NA	NA	NA	NA	NA	NA	NA	EO10_S_Wi2017	NA	NA	D
EO10_S_Wi2017B	S	S	DNA	DNA-RNA	B	HF	201904	519..806D	EO10	Estuarine	09 Oria	BM	2017-02-10	Wi	2017	1.7884182627	2.705	3.296	0.693	0.543	436	0.94	0.06	99.63	0.3	39	34	53	105	172	735	60954	0.12	0.14	NA	NA	NA	NA	0	0	0	0	1.1842660742	1.1301320705	NA	365.6	233.1	1.22	1.55	88.2	NA	NA	4.5	0	22.1	3	22.09	33.45	34	NA	NA	NA	NA	NA	NA	NA	NA	EO10_S_Wi2017	NA	NA	1
EO10_S_Wi2017RNA	S	S	RNA	DNA-RNA	1	HF	201904	519..806D	EO10	Estuarine	09 Oria	BM	2017-02-10	Wi	2017	1.6714066826	2.705	3.296	0.693	0.543	436	0.94	0.06	99.63	0.3	39	34	53	105	172	735	60954	0.12	0.14	NA	NA	NA	NA	0	0	0	0	1.1842660742	1.1301320705	NA	365.6	233.1	1.22	1.55	88.2	NA	NA	4.5	0	22.1	3	22.09	33.45	34	NA	NA	NA	NA	NA	NA	NA	NA	EO10_S_Wi2017	NA	NA	R
EO10_S_Wi2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EO10	Estuarine	09 Oria	BM	2018-01-19	Wi	2018	1.7456450928	3.234	2.754	0.637	0.547	351	0.5	0.35	99.43	0.22	118	54	178	464	265	1683	125000	1.9	0.26	NA	NA	NA	NA	0	0	0	0	2.1268835124	1.5681529793	NA	341.6	271.2	1.12	1.12	99.7	NA	NA	3	0	18	3	22.09	33.45	34	NA	NA	NA	NA	NA	NA	NA	NA	EO10_S_Wi2018	NA	NA	1
EO10_S_Wi2019	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EO10	Estuarine	09 Oria	BM	2019-01-21	Wi	2019	1.6542175882	3.242	2.674	NA	0.57	311	1.04	1.54	98.22	0.24	31	30	41	79	164	733	60621	0.13	0.16	NA	NA	NA	NA	0	0	0	0	1.0859767819	1.3977641022	NA	331.8	303.37	1.136	1.097	126	NA	NA	5	0	25.9	3	22.09	33.45	34	NA	NA	NA	NA	NA	NA	NA	NA	EO10_S_Wi2019	NA	NA	1
EOI10_S_Su2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOI10	Estuarine	11 Oiartzun	BM	2017-08-24	Su	2017	2.9709694142	NA	5.068	NA	0.508	-204	7.6696165192	0	62.65	37.35	201	939	68	109	2636	NA	NA	4.7	7	NA	NA	NA	NA	1166	4219	8	0	4.268	3.178	NA	-67.5	-87	10.91	13.56	87.7	NA	NA	14	10	33.5	4	33.45	33.58	35	NA	NA	NA	NA	NA	NA	NA	NA	EOI10_S_Su2017	NA	NA	D
EOI10_S_Su2017RNA	S	S	RNA	DNA-RNA	1	HF	201904	519..806D	EOI10	Estuarine	11 Oiartzun	BM	2017-08-24	Su	2017	2.9386337322	NA	5.068	NA	0.508	-204	7.6696165192	0	62.65	37.35	201	939	68	109	2636	NA	NA	4.7	7	NA	NA	NA	NA	1166	4219	8	0	4.268	3.178	NA	-67.5	-87	10.91	13.56	87.7	NA	NA	14	10	33.5	4	33.45	33.58	35	NA	NA	NA	NA	NA	NA	NA	NA	EOI10_S_Su2017	NA	NA	R
EOI10_S_Su2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOI10	Estuarine	11 Oiartzun	BM	2018-08-28	Su	2018	2.7297179503	NA	4.847	NA	0.593	-112	12.380952381	0	39.24	60.76	76	156	29	69	672	263	29454	0.6	1.7	NA	NA	NA	NA	96.4	1017	1.5	1	2.646	3.144	NA	-40	-55.3	11.55	11.23	70.2	NA	NA	12	9.5	27.5	4	33.45	33.58	35	NA	NA	NA	NA	NA	NA	NA	NA	EOI10_S_Su2018	NA	NA	1
EOI10_S_Wi2013	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOI10	Estuarine	11 Oiartzun	BM	2013-02-08	Wi	2013	3.55746337	5.515	5.396	0.416	0.36	99	10.75	0	28.45	71.55	86.7	245.9	36.5	79.8	1022.76	445	33936	0.633	1.9	0.216	0.0434	NA	4.4	63.8	1749	2	0	3.0612747603	2.9279073956	NA	-67.5	-87	10.91	13.56	90.2	NA	NA	12.8	10.2	33.7	4	33.45	33.58	35	NA	NA	NA	NA	NA	NA	NA	NA	EOI10_S_Wi2013	NA	NA	1
EOI10_S_Wi2015	S	S	DNA	DNA-RNA	1	HF	201909	519..806D	EOI10	Estuarine	11 Oiartzun	BM	2015-02-13	Wi	2015	2.8934452696	4.664	5.234	0.676	0.464	NA	19.3	0	34.04	65.96	113.9	187.4	42.2	66.2	939.6	337	40503	0.673	1.041	NA	0.221	10.6	NA	145.5	3720	3.3	0	3.2602937003	2.8536734817	NA	-2.8	-82.856	12.476	13.849	89.15	NA	NA	11.5	9.6	35	4	33.45	33.58	35	NA	NA	NA	NA	NA	NA	NA	NA	EOI10_S_Wi2015	NA	NA	1
EOI10_S_Wi2016	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EOI10	Estuarine	11 Oiartzun	BM	2016-01-15	Wi	2016	2.8231548347	4.331	5.097	0.656	0.496	-101	11.1	0	35.14	64.86	81	195	31	81	1438	376	33571	0.5	1.6	NA	0.236	7.5	NA	53.6	960	0	0	2.8711286214	2.8142457108	NA	27	-83.4	12.04	11.78	97.2	NA	NA	13	9.5	35.2	4	33.45	33.58	35	NA	NA	NA	NA	NA	NA	NA	NA	EOI10_S_Wi2016	NA	NA	1
EOI10_S_Wi2017	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EOI10	Estuarine	11 Oiartzun	BM	2017-02-03	Wi	2017	3.0501890506	5.487	5.068	0.397	0.508	-64	11.48	0	26.69	73.31	119	268	35	99	1182	444	31251	0.7	2.4	NA	0.075	0.84	NA	130.5	1426	2.5	0	3.2834193549	2.9599350301	NA	-4	-65.7	12.58	11.79	86.8	NA	NA	14	11	35	4	33.45	33.58	35	NA	NA	NA	NA	NA	NA	NA	NA	EOI10_S_Wi2017	NA	NA	D
EOI10_S_Wi2017RNA	S	S	RNA	DNA-RNA	1	HF	201904	519..806D	EOI10	Estuarine	11 Oiartzun	BM	2017-02-03	Wi	2017	2.3031124056	5.487	5.068	0.397	0.508	-64	11.48	0	26.69	73.31	119	268	35	99	1182	444	31251	0.7	2.4	NA	0.075	0.84	NA	130.5	1426	2.5	0	3.2834193549	2.9599350301	NA	-4	-65.7	12.58	11.79	86.8	NA	NA	14	11	35	4	33.45	33.58	35	NA	NA	NA	NA	NA	NA	NA	NA	EOI10_S_Wi2017	NA	NA	R
EOI10_S_Wi2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOI10	Estuarine	11 Oiartzun	BM	2018-02-09	Wi	2018	2.9320888036	4.409	4.847	0.785	0.593	-45	5.6	0.62	30.07	69.31	104	614	43	86	1748	666	35828	0.6	3.3	NA	0.062	0	NA	634.2	624	2.3	0	3.3544685046	3.2268626172	NA	-40	-55.3	11.55	11.23	95.6	NA	NA	15	13	33.5	4	33.45	33.58	35	NA	NA	NA	NA	NA	NA	NA	NA	EOI10_S_Wi2018	NA	NA	D
EOI10_S_Wi2018RNA	S	S	RNA	DNA-RNA	1	HF	201909	519..806D	EOI10	Estuarine	11 Oiartzun	BM	2018-02-09	Wi	2018	2.6324198792	4.409	4.847	0.785	0.593	-45	5.6	0.62	30.07	69.31	104	614	43	86	1748	666	35828	0.6	3.3	NA	0.062	0	NA	634.2	624	2.3	0	3.3544685046	3.2268626172	NA	-40	-55.3	11.55	11.23	95.6	NA	NA	15	13	33.5	4	33.45	33.58	35	NA	NA	NA	NA	NA	NA	NA	NA	EOI10_S_Wi2018RNA	NA	NA	R
EOI10_S_Wi2019	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EOI10	Estuarine	11 Oiartzun	BM	2019-02-07	Wi	2019	2.6597448605	NA	4.723	NA	0.628	-122	14.55	0	39.13	60.87	90	223	28	118	608	404	31335	0.6	1.8	NA	0.078	6	NA	129.9	2061	0	0	3.1370407591	3.2601646575	NA	-83	-55.856	12.406	11.645	86.35	NA	NA	12	9	34.3	4	33.45	33.58	35	NA	NA	NA	NA	NA	NA	NA	NA	EOI10_S_Wi2019	NA	NA	1
EOI15_S_Su2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOI15	Estuarine	11 Oiartzun	BM	2017-08-24	Su	2017	2.609070632	NA	5.902	NA	0.128	-202	14.8093841642	2.91	64.04	33.05	190	108	42	129	771	NA	NA	0.6	1.8	NA	0.11	0.58	NA	242	5258	2.2	0	3.456	2.83	NA	-22	-137	8.76	9.53	81.6	NA	NA	10	6	35.2	4	34.49	34.6	35.1	NA	NA	NA	NA	NA	NA	NA	NA	EOI15_S_Su2017	NA	NA	D
EOI15_S_Su2017RNA	S	S	RNA	DNA-RNA	1	HF	201904	519..806D	EOI15	Estuarine	11 Oiartzun	BM	2017-08-24	Su	2017	2.005151235	NA	5.902	NA	0.128	-202	14.8093841642	2.91	64.04	33.05	190	108	42	129	771	NA	NA	0.6	1.8	NA	0.11	0.58	NA	242	5258	2.2	0	3.456	2.83	NA	-22	-137	8.76	9.53	81.6	NA	NA	10	6	35.2	4	34.49	34.6	35.1	NA	NA	NA	NA	NA	NA	NA	NA	EOI15_S_Su2017	NA	NA	R
EOI15_S_Su2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOI15	Estuarine	11 Oiartzun	BM	2018-08-28	Su	2018	2.8326293996	NA	5.914	NA	0.121	-182	12.9287598945	0	43.1	56.9	166	142	33	141	860	208	30415	0.8	1.6	NA	NA	NA	NA	454.8	3618	1.5	1	3.282	2.879	NA	-45.5	-112.4	9.14	9.29	87.5	NA	NA	10	7	34.6	4	34.49	34.6	35.1	NA	NA	NA	NA	NA	NA	NA	NA	EOI15_S_Su2018	NA	NA	1
EOI15_S_Wi2013	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOI15	Estuarine	11 Oiartzun	BM	2013-02-08	Wi	2013	3.5408324333	5.93	5.888	0.163	0.158	35	9.27	0	18.98	81.02	175.8	203.3	45.3	102.3	834.81	253.3	32520	0.928	1.7	0.236	0.0651	NA	5.5	416	2175	8.8	0	3.3821962963	3.0215144011	NA	-166	-183.7	9.43	11.81	85.4	NA	NA	10.1	7.5	20.1	4	34.49	34.6	35.1	NA	NA	NA	NA	NA	NA	NA	NA	EOI15_S_Wi2013	NA	NA	1
EOI15_S_Wi2015	S	S	DNA	DNA-RNA	1	HF	201909	519..806D	EOI15	Estuarine	11 Oiartzun	BM	2015-02-13	Wi	2015	2.9241196013	5.983	6.053	0.051	0.112	NA	6.4	0	10.6	89.4	73	100.5	33.1	18.8	284.2	234	24322	0.293	0.475	NA	0.131	4.1	NA	92.3	2017	1.2	0	2.1946784328	2.4641061671	NA	-107.875	-184.144	7.997	10.366	74	NA	NA	9.5	8	35	4	33.45	33.58	35	NA	NA	NA	NA	NA	NA	NA	NA	EOI15_S_Wi2015	NA	NA	1
EOI15_S_Wi2016	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EOI15	Estuarine	11 Oiartzun	BM	2016-01-15	Wi	2016	3.0640654128	5.963	5.912	0.083	0.113	-175	7.1	0	23.19	76.81	111	104	36	83	489	288	22671	0.34	0.8	NA	0.186	5.3	NA	132.5	1419	2.1	0	2.6706186849	2.5869364865	NA	-91.3	-180.8	7.99	9.95	88.1	NA	NA	11	7.5	35.1	4	34.49	34.6	35.1	NA	NA	NA	NA	NA	NA	NA	NA	EOI15_S_Wi2016	NA	NA	1
EOI15_S_Wi2017	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOI15	Estuarine	11 Oiartzun	BM	2017-02-03	Wi	2017	2.1932328173	5.844	5.902	0.191	0.128	144	11.33	0	20.45	79.55	180	208	40	113	862	259	28039	0.8	1.9	NA	0.1	1.1	NA	242.5	3109	3	0	3.4648813869	2.705220096	NA	-22	-137	8.76	9.53	94.8	NA	NA	10	8	34.5	4	34.49	34.6	35.1	NA	NA	NA	NA	NA	NA	NA	NA	EOI15_S_Wi2017	NA	NA	D
EOI15_S_Wi2017RNA	S	S	RNA	DNA-RNA	1	HF	201904	519..806D	EOI15	Estuarine	11 Oiartzun	BM	2017-02-03	Wi	2017	3.0039942939	5.844	5.902	0.191	0.128	144	11.33	0	20.45	79.55	180	208	40	113	862	259	28039	0.8	1.9	NA	0.1	1.1	NA	242.5	3109	3	0	3.4648813869	2.705220096	NA	-22	-137	8.76	9.53	94.8	NA	NA	10	8	34.5	4	34.49	34.6	35.1	NA	NA	NA	NA	NA	NA	NA	NA	EOI15_S_Wi2017	NA	NA	R
EOI15_S_Wi2018	S	S	DNA	DNA-RNA	1	HF	201812	519..806D	EOI15	Estuarine	11 Oiartzun	BM	2018-02-09	Wi	2018	3.0286031895	5.991	5.914	0.055	0.121	-59	11.2	0	29.43	70.57	134	164	28	92	649	202	28168	1	1.3	NA	0.11	1.1	NA	172.4	4566	1.5	0	3.2729039792	2.8121218626	NA	-45.5	-112.4	9.14	9.29	86.3	NA	NA	9	7	34.5	4	34.49	34.6	35.1	NA	NA	NA	NA	NA	NA	NA	NA	EOI15_S_Wi2018	NA	NA	1
EOI15_S_Wi2019	S	S	DNA	DNA-RNA	1	HF	201904	519..806D	EOI15	Estuarine	11 Oiartzun	BM	2019-02-07	Wi	2019	3.247785971	5.994	5.945	NA	0.095	-79	13.27	0	47.34	52.66	126	153	25	97	583	174	19901	0.7	1.1	NA	0.11	6	NA	444	3777	0	0	3.1862897847	3.0752663148	NA	-42.25	-89.889	9.86	9.383	77.15	NA	NA	10	7	35.1	4	34.49	34.6	35.1	NA	NA	NA	NA	NA	NA	NA	NA	EOI15_S_Wi2019	NA	NA	1
