"","AMBI","microgAMBI","PI","PI5yAvg","PI10yAvg","Redox","Redox5yAvg","Redox10yAvg","OM","OM5yAvg","OM10yAvg","taxonomy"
"SWARM_7001",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter"
"SWARM_7006",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter"
"SWARM_7007",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsia"
"SWARM_6159",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales"
"SWARM_6151",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidia;Bacteroidales"
"SWARM_6150",27.86,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Lentimicrobiaceae"
"SWARM_6157",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas"
"SWARM_3682",48.56,37.46,0,0,0,22.31,30.22,41.31,11.54,9.38,12,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;NB1-j"
"SWARM_3683",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria"
"SWARM_3680",0,32.42,0,0,0,0,22.62,0,21.29,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae"
"SWARM_13928",55.8,0,28.12,33.87,31.52,42.02,36.6,85.39,42.06,53.33,50.03,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae"
"SWARM_24788",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus"
"SWARM_5019",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Caldithrix phylum incertae sedis;Caldithrix class incertae sedis;Caldithrix order incertae sedis;Caldithrix family incertae sedis;Caldithrix"
"SWARM_5136",0,0,49.41,0,0,0,0,0,32.03,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;NB1-j"
"SWARM_5134",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae"
"SWARM_5132",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus"
"SWARM_5133",0,17.67,0,0,0,0,57.73,16.34,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae"
"SWARM_5131",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Sva0485"
"SWARM_2489",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade"
"SWARM_2488",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Chloroflexi Subdivision 2"
"SWARM_2487",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae"
"SWARM_2486",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;NB1-j"
"SWARM_2481",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae"
"SWARM_2480",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae"
"SWARM_536",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium"
"SWARM_531",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales"
"SWARM_532",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae"
"SWARM_19088",0,13.44,0,0,0,0,22.07,0,0,0,13.81,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales;Haliscomenobacteraceae;Portibacter"
"SWARM_4351",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Sedimenticola order incertae sedis;Sedimenticola family incertae sedis;Sedimenticola"
"SWARM_11321",0,18.54,34.37,34.35,35.21,30.46,0,38.85,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;PYR10d3"
"SWARM_11323",0,0,25.51,34.07,34.08,55.84,33.55,74.14,48.83,52.62,42.55,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;SBR2076"
"SWARM_32800",0,0,49.78,33.2,0,0,0,33.26,0,0,0,"Main genome;Archaea;Archaea (superkingdom);Euryarchaeota (superphylum);Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanogenium"
"SWARM_471",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae"
"SWARM_472",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Sva0071"
"SWARM_474",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Sva1033"
"SWARM_5836",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales;Haliscomenobacteraceae;Portibacter"
"SWARM_20195",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans"
"SWARM_8966",45.19,38.19,0,0,0,23.54,62.83,37.52,16.67,24.62,27.78,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;43F-1404R"
"SWARM_101",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"
"SWARM_103",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;BD7-8 marine group"
"SWARM_102",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Fusobacteria (superphylum);Fusobacteria;Fusobacteriia;Fusobacteriales"
"SWARM_105",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Maritimimonas"
"SWARM_107",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylotenera"
"SWARM_109",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae"
"SWARM_108",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cloacibacterium"
"SWARM_11775",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Polyangium"
"SWARM_12734",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Gemmatimonadetes;Gemmatimonadetes (class);Gemmatimonadales;Gemmatimonadaceae"
"SWARM_18813",0,0,0,11.29,16.45,35.72,17.05,14.94,18.46,15.94,19.5,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfurifustis"
"SWARM_1032",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Acidobacteria (superphylum);Acidobacteria;Acidobacteria clade RB25;Acidobacteria group 22"
"SWARM_3647",0,0,42.53,35.33,49.67,40.92,37.94,35.97,62.03,67.54,60.63,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae"
"SWARM_3642",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;Granulosicoccus"
"SWARM_3641",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria"
"SWARM_930",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Pelagibius"
"SWARM_24904",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Gemmatimonadetes;Gemmatimonadetes (class);Gemmatimonadales;Gemmatimonadaceae"
"SWARM_932",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus"
"SWARM_933",0,35.33,0,10.64,14.69,26.61,35.38,35.91,0,10.34,11.76,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Gemmatimonadetes;AKAU4049"
"SWARM_934",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae"
"SWARM_936",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_939",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Lentimicrobiaceae"
"SWARM_1641",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Xanthomonadales;Woeseiaceae"
"SWARM_1644",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus"
"SWARM_8201",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes"
"SWARM_8200",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Myxococcales;P3OB-42"
"SWARM_8207",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales;Haliscomenobacteraceae;Portibacter"
"SWARM_8205",30.77,28.57,0,12,16.98,0,28.3,29.03,0,39.42,29.35,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Xanthomonadales"
"SWARM_8209",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Ardenticatenia;Ardenticatenales"
"SWARM_18880",0,18.78,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae"
"SWARM_1882",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_1883",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;TRA3-20"
"SWARM_1880",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Woodsholea"
"SWARM_1881",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae"
"SWARM_1887",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;DEV007"
"SWARM_1888",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Acidobacteria (superphylum);Acidobacteria;Holophagae;Acidobacteria group 10;Sva0725"
"SWARM_1889",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae"
"SWARM_18068",50,0,24.86,21.79,21.79,0,24.3,74.84,37.29,41.1,41.1,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Myxococcales;PS-B29"
"SWARM_18063",0,0,0,36.7,69.72,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera"
"SWARM_3811",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_3816",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae"
"SWARM_3815",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhizobiales;OCS116 clade"
"SWARM_3814",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Myxococcales;MidBa8"
"SWARM_3818",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae"
"SWARM_24914",0,0,0,0,0,0,0,0,18.97,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae"
"SWARM_5767",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Sedimenticola order incertae sedis;Sedimenticola family incertae sedis;Sedimenticola"
"SWARM_5763",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_5760",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_2234",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae"
"SWARM_2235",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Thiomicrospira"
"SWARM_2236",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_2237",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Halioglobus"
"SWARM_2232",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidetes BD2-2"
"SWARM_2238",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix"
"SWARM_6449",55.73,40.76,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus"
"SWARM_7315",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Thermomicrobia;AKYG1722"
"SWARM_7317",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales"
"SWARM_7312",0,0,0,17.11,20.42,17.97,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Sva0485"
"SWARM_7319",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae"
"SWARM_26664",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group"
"SWARM_1929",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;HOC36"
"SWARM_1921",37.5,32.54,0,0,0,0,76.26,25.33,0,28.19,35.3,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade"
"SWARM_1923",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales;Haliscomenobacteraceae"
"SWARM_1924",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_1927",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae"
"SWARM_1926",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;BD7-8 marine group"
"SWARM_4317",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Saprospiria;Saprospirales"
"SWARM_6767",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Deinococcus-Thermus;Deinococci;KD3-62"
"SWARM_220",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus"
"SWARM_221",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Epsilonbacteraeota (superphylum);Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas"
"SWARM_226",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Thiogranum"
"SWARM_228",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Sva1033"
"SWARM_229",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae"
"SWARM_5021",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidetes;Cytophagia;Cytophagales"
"SWARM_4298",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium"
"SWARM_4299",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Methylococcales;pLW-20"
"SWARM_4291",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae"
"SWARM_4293",0,14.08,0,0,0,21.44,19.61,0,22.04,14.79,15.73,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfuromonadales"
"SWARM_4297",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae"
"SWARM_2459",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;OM60(NOR5) clade"
"SWARM_29",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae"
"SWARM_28",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae"
"SWARM_21",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter"
"SWARM_23",0,0,0,0,0,0,38.24,22.8,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas"
"SWARM_26",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae"
"SWARM_1762",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;Granulosicoccus"
"SWARM_1761",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;[Desulfobacterium] catecholicum group"
"SWARM_1760",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Chloroflexi;Chloroflexi Subdivision 13"
"SWARM_1767",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae"
"SWARM_1766",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria;Xanthomonadales"
"SWARM_1765",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Gammaproteobacteria"
"SWARM_1764",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;SC-I-84"
"SWARM_5281",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria (superphylum);Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae"
"SWARM_5288",0,0,0,49.07,39.08,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Epsilonbacteraeota (superphylum);Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas"
"SWARM_2775",0,0,0,0,0,0,0,0,0,0,0,"Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade"
